sku,ean,codigo,nombre,marca,presentacion,concentracion,forma,categoria,subcategoria,costo,imagen_url,foto_pendiente
FC-56995825,,30220,Nitraflex Burn Fruit Punch,GAT Sport,30 servicios,,,Suplemento,Deportiva,420,,1
FC-40218206,,30221,Nitraflex Burn Strawberry Lemonade,GAT Sport,30 servicios,,,Suplemento,Deportiva,420,,1
FC-07056070,,18946,Nitraflex Burn Tropic Thunderburst,GAT Sport,30 servicios,,,Suplemento,Deportiva,420,,1
FC-25291509,,28841,Nitraflex Deep Wood,GAT Sport,240 piezas,,,Suplemento,Deportiva,489,,1
FC-46458354,,29029,Nitraflex Liquid Glycerol Unflavored,GAT Sport,32 servicios,,,Suplemento,Deportiva,349,,1
FC-13656032,859613656032,5831,Nitraflex Pmp Powder Raspberry Lemonade,GAT Sport,255 g,,Polvo,Suplemento,Deportiva,406,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F859613656032.jpg?alt=media&token=206287c0-137e-4b2b-a526-804805768c25,0
FC-12370668,,29900,Nitraflex Pre Workout Chews Grape Cotton Candy,GAT Sport,30 servicios,,,Suplemento,Deportiva,377,,1
FC-08513890,,28840,Nitraflex Pro Creatine,GAT Sport,180 piezas,,,Suplemento,Deportiva,296,,1
FC-70021468,816170021468,7564,Omega-3 800 mg,GAT Sport,90 piezas,800 mg,,Vitaminas,Vitaminas,241,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F816170021468.jpg?alt=media&token=5ce45960-1613-4efb-b7eb-0afcd61d1612,0
FC-13000071,859613000071,427,Testrol,GAT Sport,60 tabletas,,Tabletas,Suplemento,Deportiva,254,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F859613000071.jpg?alt=media&token=1d5bce1d-fa40-4b3c-af30-854269a944c9,0
FC-92025003,,24436,Testrol Fire,GAT Sport,60 cápsulas,,Cápsulas,Suplemento,Deportiva,397,,1
FC-70021390,816170021390,7562,Testrol Gold,GAT Sport,60 tabletas,,Tabletas,Suplemento,Deportiva,295,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F816170021390.jpg?alt=media&token=92fa3f27-a537-4b0d-9964-f31d7368d01c,0
FC-17445025,,21781,Testrol Platinum,GAT Sport,60 tabletas,,Tabletas,Suplemento,Deportiva,502,,1
FC-13220011,859613220011,6420,Tribulus,GAT Sport,90 cápsulas,,Cápsulas,Suplemento,Deportiva,203,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F859613220011.jpg?alt=media&token=aae69ee1-9de0-4d64-957a-75acf206aa64,0
FC-01443899,,28649,Vitamin D3 + K2,GAT Sport,60 cápsulas,,Cápsulas,Vitaminas,Vitaminas,259,,1
FC-66007160,834266007158,26042,Water Jug 2.5L Blue With Logo White/silver,GAT Sport,,,,Suplemento,Deportiva,295,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F834266007158.jpg?alt=media&token=e0e3023e-4925-49b0-9869-8372330da97d,0
FC-13220004,859613220004,6347,Zmag T,GAT Sport,90 cápsulas,,Cápsulas,Suplemento,Deportiva,210,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F859613220004.jpg?alt=media&token=ac29fe19-1795-4b43-ac97-81bf42d1984e,0
FC-90637213,,25338,BCAA Kiwi Strawberry,Ghost,30 servicios,,,Suplemento,Deportiva,396,,1
FC-73859594,,25339,BCAA Lemon Crush,Ghost,30 servicios,,,Suplemento,Deportiva,396,,1
FC-35395630,,29432,BCAA Sour Blue Raspberry,Ghost,30 servicios,,,Suplemento,Deportiva,396,,1
FC-52173249,,29433,BCAA Sour Pineapple,Ghost,30 servicios,,,Suplemento,Deportiva,396,,1
FC-68950868,,29434,BCAA Sour Strawberry Watermelon,Ghost,30 servicios,,,Suplemento,Deportiva,396,,1
FC-88757619,,29141,BCAA Sour Strips Rainbow,Ghost,30 servicios,,,Suplemento,Deportiva,396,,1
FC-18618011,,29431,BCAA Sour Welchs Grape,Ghost,30 servicios,,,Suplemento,Deportiva,396,,1
FC-67625058,,28682,Creatine,Ghost,50 servicios,,,Suplemento,Deportiva,452,,1
FC-84402677,,28683,Digestive Enzymes,Ghost,90 cápsulas,,Cápsulas,Suplemento,Deportiva,556,,1
FC-10924730,,29704,Energy 12 Pk Blue Raspberry,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-35230825,,30066,Energy 12 Pk Bubblicious Strawberry Splash,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-87507238,,25380,Energy 12 Pk Cherry Limeade,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-44212205,,26955,Energy 12 Pk Electric Limeade,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-85178764,,28950,Energy 12 Pk Iced Tea Lemonade,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-74397450,,28453,Energy 12 Pk Merica Pop,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-03259945,,25378,Energy 12 Pk Orange Cream,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-57666642,,29133,Energy 12 Pk Original,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-07333785,,29136,Energy 12 Pk Raspberry Cream,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-04284857,,25381,Energy 12 Pk Sour Pink Lemonade,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-74444261,,29132,Energy 12 Pk Strawbango,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-86482326,,25379,Energy 12 Pk Warheads Sour Green Apple,Ghost,16 oz,,,Suplemento,Deportiva,602,,1
FC-66959344,,28684,Fish Oil 60 Soft Gel,Ghost,,,,Suplemento,Deportiva,468,,1
FC-20850373,,25349,Hydration 24 Stick Serv Lemon Crush,Ghost,,,,Suplemento,Deportiva,423,,1
FC-24266240,,27300,Intra Orange Squeeze,Ghost,20 servicios,,,Suplemento,Deportiva,479,,1
FC-57821478,,27302,Intra Welchs Grape,Ghost,20 servicios,,,Suplemento,Deportiva,479,,1
FC-54790643,,25350,Legend All Out Pwo Blue Raspberry,Ghost,20 servicios,,,Suplemento,Deportiva,633,,1
FC-38013024,,25351,Legend All Out Pwo Cherry Limeade,Ghost,20 servicios,,,Suplemento,Deportiva,633,,1
FC-05535238,,29142,Legend All Out Pwo Strawbango,Ghost,20 servicios,,,Suplemento,Deportiva,633,,1
FC-88345881,,25352,Legend All Out Pwo Warheads Green Apple,Ghost,20 servicios,,,Suplemento,Deportiva,633,,1
FC-71568262,,25353,Legend Pwo Blue Raspberry,Ghost,30 servicios,,,Suplemento,Deportiva,553,,1
FC-35511621,,28953,Legend Pwo Bubblicious Strawberry Splash,Ghost,30 servicios,,,Suplemento,Deportiva,553,,1
FC-22312857,,29143,Legend Pwo Sour Strips Rainbow,Ghost,30 servicios,,,Suplemento,Deportiva,553,,1
FC-55456357,,25356,Legend Pwo Warheads Watermelon,Ghost,30 servicios,,,Suplemento,Deportiva,553,,1
FC-05123500,,25355,Legend Pwo Welchs Grape,Ghost,30 servicios,,,Suplemento,Deportiva,553,,1
FC-38678738,,25357,Pump Nitric Oxide Natty,Ghost,40 servicios,,,Suplemento,Deportiva,475,,1
FC-89011595,,25358,Pump Nitric Oxide Pineapple,Ghost,40 servicios,,,Suplemento,Deportiva,475,,1
FC-72233976,,25359,Pump Nitric Oxide Warheads Watermelon,Ghost,40 servicios,,,Suplemento,Deportiva,475,,1
FC-67034492,,25593,Size Muscle Builder Warheads Watermelon,Ghost,30 servicios,,,Suplemento,Deportiva,563,,1
FC-03778564,,25364,Vegan Protein Chocolate Cereal Milk,Ghost,2.2 lb,,Polvo,Suplemento,Proteína,578,,1
FC-94147111,,29707,Vegan Protein Chocolate Chip Cookie,Ghost,2.2 lb,,Polvo,Suplemento,Proteína,578,,1
FC-87000945,,25363,Vegan Protein Cinnabon,Ghost,2.2 lb,,Polvo,Suplemento,Proteína,578,,1
FC-37333802,,25366,Vegan Protein Pancake Batter,Ghost,2.2 lb,,Polvo,Suplemento,Proteína,578,,1
FC-70223326,,25362,Vegan Protein Serv Banana Pancake Batter,Ghost,2.2 lb,,Polvo,Suplemento,Proteína,578,,1
FC-20556183,,25365,Vegan Protein Peanut Butter Cereal Milk,Ghost,2.8 lb,,Polvo,Suplemento,Proteína,578,,1
FC-83736963,,28685,Vitamin C + Glutathione,Ghost,60 cápsulas,,Cápsulas,Vitaminas,Vitaminas,413,,1
FC-18068288,,28954,Whey Clear Isolate Blue Raspberry,Ghost,20 servicios,,,Suplemento,Proteína,696,,1
FC-51623526,,28956,Whey Clear Isolate Strawberry Watermelon,Ghost,20 servicios,,,Suplemento,Proteína,696,,1
FC-37480897,,25370,Whey Protein Cereal Milk,Ghost,2 lb,,Polvo,Suplemento,Proteína,639,,1
FC-19224755,,25369,Whey Protein Chocolate Chip Cookie,Ghost,2 lb,,Polvo,Suplemento,Proteína,639,,1
FC-87148040,,25373,Whey Protein Milk Chocolate,Ghost,2 lb,,Polvo,Suplemento,Proteína,639,,1
FC-87813754,,25375,Whey Protein Peanut Butter Cereal Milk,Ghost,2 lb,,Polvo,Suplemento,Proteína,639,,1
FC-83952448,,27951,Whey Protein Chocolate Chip Cookie,Ghost,5 lb,,Polvo,Suplemento,Proteína,1179,,1
FC-68203660,,26884,Whey Protein Cinnabon,Ghost,5 lb,,Polvo,Suplemento,Proteína,1179,,1
FC-34679782,,14762,Amino Max 8000,Gaspari Nutrition,325 tabletas,,Tabletas,Suplemento,Deportiva,401,,1
FC-11026766,646511026766,14699,Bone Broth Athletic Collagen Vainilla,Gaspari Nutrition,30 servicios,,,Vitaminas,Vitaminas,479,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F646511026766.jpg?alt=media&token=f570543e-01e4-4c16-ac9f-b540b5c92ca7,0
FC-11025165,646511025165,15414,CLA Fusion 1000 mg,Gaspari Nutrition,180 cápsulas,1000 mg,Cápsulas,Suplemento,Deportiva,373,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F646511025165.jpg?alt=media&token=5ee28d6c-d671-4ea9-873a-8f0d677187ac,0
FC-07182240,,29261,Creatina For Women Strawberry Lemonade,Gaspari Nutrition,30 servicios,,,Suplemento,Deportiva,452,,1
FC-43766673,,28261,Creatine Unflavored,Gaspari Nutrition,300 g,,,Suplemento,Deportiva,381,,1
FC-52325962,,28699,Cytolean Pm Formula,Gaspari Nutrition,90 cápsulas,,Cápsulas,Suplemento,Deportiva,365,,1
FC-02731462,,19804,Glycofuse Lemon Ice,Gaspari Nutrition,30 servicios,,,Suplemento,Deportiva,586,,1
FC-19509081,,19805,Glycofuse Strawberry Kiwi,Gaspari Nutrition,30 servicios,,,Suplemento,Deportiva,586,,1
FC-52443139,,14703,HMB,Gaspari Nutrition,90 piezas,,,Suplemento,Deportiva,396,,1
FC-23959859,,29260,L-Carnitine Liquid 3000 Sour Watermelon,Gaspari Nutrition,16 oz,,,Suplemento,Deportiva,337,,1
FC-93426675,,29259,L-Carnitine Liquid 3000 Tamarindo,Gaspari Nutrition,16 oz,,,Suplemento,Deportiva,337,,1
FC-11543792,,28396,Morral Black,Gaspari Nutrition,,,,Suplemento,Accesorios,130,,1
FC-11027725,646511027725,15413,Omega-3 Enteric Coated Fish Oil,Gaspari Nutrition,60 cápsulas,,Cápsulas,Vitaminas,Vitaminas,329,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F646511027725.jpg?alt=media&token=8e31e70b-245a-4e1d-91fa-bf5fc2906198,0
FC-84800536,,14724,Proven 100% Whey Isolate Chocolate,Gaspari Nutrition,4 lb,,Polvo,Suplemento,Proteína,1363,,1
FC-34467679,,14729,Proven 100% Whey Isolate Vainilla,Gaspari Nutrition,4 lb,,Polvo,Suplemento,Proteína,1363,,1
FC-12968124,,29074,Proven Pump Green Apple,Gaspari Nutrition,32 servicios · 16 oz,,,Suplemento,Deportiva,409,,1
FC-55523557,,27589,Proven Pump Lemon Drop,Gaspari Nutrition,32 servicios · 16 oz,,,Suplemento,Deportiva,409,,1
FC-36895891,,27590,Proven Pump Mixed Berry,Gaspari Nutrition,32 servicios · 16 oz,,,Suplemento,Deportiva,409,,1
FC-11022645,646511022645,4812,Real Mass Advanced Chocolate,Gaspari Nutrition,12 lb,,,Suplemento,Proteína,999,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F646511022645.jpg?alt=media&token=8b652ee8-005f-4fcf-a7ce-0101987d6f01,0
FC-11022669,646511022669,4804,Real Mass Advanced Strawberry,Gaspari Nutrition,12 lb,,,Suplemento,Proteína,999,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F646511022669.jpg?alt=media&token=71bf4229-cd4a-4f3b-a7ee-90fbbeed714b,0
FC-11022652,646511022652,4805,Real Mass Advanced Vainilla,Gaspari Nutrition,12 lb,,,Suplemento,Proteína,999,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F646511022652.jpg?alt=media&token=1ba8c588-bf18-4d5f-a417-8f63741accf2,0
FC-11005242,646511005242,1095,Size ON Maximum Grape Cooler,Gaspari Nutrition,3.49 lb,,,Suplemento,Deportiva,605,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F646511005242.jpg?alt=media&token=a8636dab-25e8-400a-9bf9-936683fc1242,0
FC-08772246,,27889,Super Pump Agression 20/ Blood Orange,Gaspari Nutrition,40 servicios,,,Suplemento,Deportiva,412,,1
FC-09437960,,27883,Super Pump Agression 20/ Fruit Punch,Gaspari Nutrition,40 servicios,,,Suplemento,Deportiva,412,,1
FC-26881293,,27884,Super Pump Agression 20/ Gangsta Grape,Gaspari Nutrition,40 servicios,,,Suplemento,Deportiva,412,,1
FC-10103674,,27885,Super Pump Agression 20/ Grizzly Gummy,Gaspari Nutrition,40 servicios,,,Suplemento,Deportiva,412,,1
FC-88514138,,14731,Viradex Test Booster,Gaspari Nutrition,90 cápsulas,,Cápsulas,Suplemento,Deportiva,400,,1
FC-73553208,,26295,Apple Cider Venegar,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,223,,1
FC-88878487,,8650,Arimistane,High Tech Pharmaceuticals,60 piezas,,,Suplemento,Deportiva,457,,1
FC-23886065,,26296,Ashwagandha,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,383,,1
FC-89731059,,29509,Berberine HCL 250 mg,High Tech Pharmaceuticals,120 piezas,250 mg,,Suplemento,Deportiva,376,,1
FC-60989992,,29654,Beta Sitosterol 500 mg 90 Cts,High Tech Pharmaceuticals,,500 mg,,Suplemento,Deportiva,316,,1
FC-72953440,,29508,Black Elderberry 450 mg,High Tech Pharmaceuticals,120 piezas,450 mg,,Suplemento,Deportiva,366,,1
FC-84000576,857084000576,898,Black Widow,High Tech Pharmaceuticals,90 cápsulas,,Cápsulas,Suplemento,Deportiva,465,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F857084000576.jpg?alt=media&token=464c52ad-3c2e-4843-86e2-661247968dc9,0
FC-30848371,,8188,Bulasterone,High Tech Pharmaceuticals,180 tabletas,,Tabletas,Suplemento,Deportiva,644,,1
FC-37055152,,28918,Caffeine Power 200 mg 100 Cts,High Tech Pharmaceuticals,,200 mg,,Suplemento,Deportiva,192,,1
FC-75136801,,28935,Carnislim 580 mg,High Tech Pharmaceuticals,120 piezas,580 mg,,Suplemento,Deportiva,509,,1
FC-53832771,,28919,Citrus Bergamot Extract 100 Cts,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,386,,1
FC-36022377,811836022377,7850,CLA 1000 Fb 12&1,High Tech Pharmaceuticals,90 cápsulas,,Cápsulas,Suplemento,Deportiva,268,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F811836022377.jpg?alt=media&token=4cb6fd4c-8321-4705-8825-6f2eed945225,0
FC-11601441,,28108,Collagen Peptides Unflavored,High Tech Pharmaceuticals,1.34 lb,,,Vitaminas,Vitaminas,502,,1
FC-30878576,,29005,Coq 10 120 Tablets,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,485,,1
FC-48708422,,28798,Creatine Monohydrate,High Tech Pharmaceuticals,1000 g,,,Suplemento,Deportiva,784,,1
FC-93782467,,20212,Creatine Monohydrate,High Tech Pharmaceuticals,1000 g,,,Suplemento,Deportiva,724,,1
FC-10560086,,20211,Creatine Monohydrate,High Tech Pharmaceuticals,400 g,,,Suplemento,Deportiva,351,,1
FC-70597100,,29535,Creatine Nitrate 120 Cts,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,374,,1
FC-41581563,,28937,Critical Mass Vainilla,High Tech Pharmaceuticals,5 lb,,,Suplemento,Proteína,553,,1
FC-74292716,,29265,Equipoise,High Tech Pharmaceuticals,60 piezas,,,Suplemento,Deportiva,640,,1
FC-47690540,,27645,Fadogia Agrestis 20:1 Agrestis,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,394,,1
FC-63208077,,28399,Fish Oil,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,305,,1
FC-37871658,,28400,Ginko Biloba,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,257,,1
FC-68254050,,28927,Halodrol,High Tech Pharmaceuticals,30 piezas,,,Suplemento,Deportiva,619,,1
FC-81211433,,29006,HMB 120 Capsules,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,345,,1
FC-36020069,811836020069,3576,Hydroxyelite 90 Cts,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,453,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F811836020069.jpg?alt=media&token=7c0cf4da-b037-42d4-81ab-190b9fecbc32,0
FC-84000354,857084000354,5378,Joint-Rx 90 Taps,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,324,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F857084000354.jpg?alt=media&token=778fe4d9-ffd9-472d-85c9-92b70c55243d,0
FC-07108446,,26297,L-Glutamine Unflavored,High Tech Pharmaceuticals,500 g,,,Suplemento,Deportiva,360,,1
FC-35915459,,29835,L-Glutathione Reduced 60 Cts,High Tech Pharmaceuticals,,,,Vitaminas,Vitaminas,463,,1
FC-04263241,,20315,Lipodrene Amarillo,High Tech Pharmaceuticals,90 tabletas,,Tabletas,Suplemento,Deportiva,458,,1
FC-36022919,811836022919,7331,Lipodrene Elite,High Tech Pharmaceuticals,90 tabletas,,Tabletas,Suplemento,Deportiva,440,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F811836022919.jpg?alt=media&token=cba3ffa6-3475-4adf-8361-17d0ca5ad16f,0
FC-98003256,853598003256,609,Lipodrene Hardcore,High Tech Pharmaceuticals,90 tabletas,,Tabletas,Suplemento,Deportiva,460,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F853598003256.jpg?alt=media&token=5fcb767f-e040-44ec-b83a-c0fa94ddddcc,0
FC-84000262,857084000262,358,Lipodrene Xtreme C/,High Tech Pharmaceuticals,90 tabletas,,Tabletas,Suplemento,Deportiva,448,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F857084000262.jpg?alt=media&token=250b2bf0-72ff-42b5-9c4f-637f2c79be03,0
FC-32437124,,28341,Liposomal Nad+ 60 Cts,High Tech Pharmaceuticals,,,,Vitaminas,Vitaminas,430,,1
FC-84000521,857084000521,1706,Liver Rx,High Tech Pharmaceuticals,90 tabletas,,Tabletas,Suplemento,Deportiva,273,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F857084000521.jpg?alt=media&token=24e0667f-e746-4b7a-82ca-f2e526ce6af0,0
FC-94823822,,28109,Maca,High Tech Pharmaceuticals,90 piezas,,,Vitaminas,Vitaminas,318,,1
FC-94158108,,28107,Magnesium Glycinate 500 mg,High Tech Pharmaceuticals,120 piezas,500 mg,,Vitaminas,Vitaminas,252,,1
FC-23999744,,28110,Melatonin 10 mg,High Tech Pharmaceuticals,60 piezas,10 mg,,Suplemento,Deportiva,193,,1
FC-51102657,,24373,Mesomorph Grape,High Tech Pharmaceuticals,25 servicios,,,Suplemento,Deportiva,458,,1
FC-01435514,,24376,Mesomorph Rocket Pop,High Tech Pharmaceuticals,25 servicios,,,Suplemento,Deportiva,458,,1
FC-17547419,,24371,Mesomorph Tropical Fruit,High Tech Pharmaceuticals,25 servicios,,,Suplemento,Deportiva,458,,1
FC-66548848,,24378,Mesomorph Tutti Frutti,High Tech Pharmaceuticals,25 servicios,,,Suplemento,Deportiva,458,,1
FC-83326467,,24379,Mesomorph Watermelon,High Tech Pharmaceuticals,25 servicios,,,Suplemento,Deportiva,458,,1
FC-40777363,,28111,Milk Thistle,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,257,,1
FC-49003771,,24511,N-Acetyl Cysteine 100 Cts,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,253,,1
FC-41403192,,29269,Novedex Xt,High Tech Pharmaceuticals,60 piezas,,,Suplemento,Deportiva,532,,1
FC-17921193,,28922,Precision Banana Split Sundae,High Tech Pharmaceuticals,5 lb,,,Suplemento,Deportiva,1110,,1
FC-19137840,,29834,Precision Dubai Chocolate,High Tech Pharmaceuticals,5 lb,,,Suplemento,Deportiva,1110,,1
FC-67588336,,28921,Precision Horchata,High Tech Pharmaceuticals,5 lb,,,Suplemento,Deportiva,1110,,1
FC-74986380,,26439,Premium Protein Chocolate Ice Cream,High Tech Pharmaceuticals,5 lb,,Polvo,Suplemento,Proteína,985,,1
FC-57075928,,26440,Premium Protein Vainilla Ice Cream,High Tech Pharmaceuticals,5 lb,,Polvo,Suplemento,Proteína,985,,1
FC-06442732,,26299,Resveratrol,High Tech Pharmaceuticals,90 piezas,,,Vitaminas,Vitaminas,342,,1
FC-98023397,,27646,Shilajit Extract,High Tech Pharmaceuticals,60 piezas,,,Suplemento,Deportiva,378,,1
FC-79624239,,773,Stamine Rx,High Tech Pharmaceuticals,30 cápsulas,,Cápsulas,Suplemento,Deportiva,352,,1
FC-39446945,,2669,Stimerex Hardcore,High Tech Pharmaceuticals,90 cápsulas,,Cápsulas,Suplemento,Deportiva,457,,1
FC-84000583,857084000583,551,Stimerex-Es,High Tech Pharmaceuticals,90 cápsulas,,Cápsulas,Suplemento,Deportiva,475,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F857084000583.jpg?alt=media&token=8c1c99df-8b04-411d-a123-9fe66e46a364,0
FC-21094039,,28403,Taurine 750,High Tech Pharmaceuticals,120 piezas,,,Suplemento,Deportiva,202,,1
FC-91248706,,28938,Testovite,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,360,,1
FC-31578635,,27648,Tonkat Ali 100:1 90 Cts,High Tech Pharmaceuticals,,,,Suplemento,Deportiva,387,,1
FC-23267932,,27739,Turkesterone 650,High Tech Pharmaceuticals,60 piezas,,,Suplemento,Deportiva,418,,1
FC-57554982,,28112,Turmeric-95,High Tech Pharmaceuticals,120 piezas,,,Suplemento,Deportiva,395,,1
FC-48987623,,29008,Ultimate Orange,High Tech Pharmaceuticals,448 g,,,Suplemento,Deportiva,530,,1
FC-14441818,,27614,Vitamin C 1000 mg,High Tech Pharmaceuticals,200 piezas,1000 mg,,Vitaminas,Vitaminas,297,,1
FC-74332601,,28113,Vitamin D3 2000 UI,High Tech Pharmaceuticals,100 piezas,2000 UI,,Vitaminas,Vitaminas,241,,1
FC-84011089,,26300,Yohimbine HCL,High Tech Pharmaceuticals,90 piezas,,,Suplemento,Deportiva,216,,1
FC-91110220,,28114,Zinc Lozenges,High Tech Pharmaceuticals,100 piezas,,,Vitaminas,Vitaminas,164,,1
FC-38478933,,25770,100% Whey Chocolate,Insane Labz,4 lb,,Polvo,Suplemento,Proteína,756,,1
FC-32228438,040232228438,10333,28 Days Later,Insane Labz,90 cápsulas,,Cápsulas,Suplemento,Deportiva,360,https://firebasestorage.googleapis.com/v0/b/suplementos-mayoreo.appspot.com/o/products%2Fimg%2Fjpeg%2F040232228438.jpg?alt=media&token=f6650074-7120-477b-a4c0-bb22eba4df81,0
FC-77914706,,29649,Boss A B!#?h Cherry,Insane Labz,30 servicios,,,Suplemento,Deportiva,351,,1
FC-28100468,,29650,Boss A B!#?h Pink Lemonade,Insane Labz,30 servicios,,,Suplemento,Deportiva,351,,1
FC-89845129,,29778,Carb-2 Unflavor,Insane Labz,30 servicios,,,Suplemento,Deportiva,393,,1
FC-91108580,,29346,Crea2 Monohidratada + HCL Unflavored,Insane Labz,60 servicios,,,Suplemento,Deportiva,324,,1
FC-73882281,,21622,Demon BCAA Blue Raspberry,Insane Labz,60 servicios,,,Suplemento,Deportiva,317,,1
FC-57104662,,21623,Demon BCAA Grape,Insane Labz,60 servicios,,,Suplemento,Deportiva,317,,1
